image_path;A1;A2;A3;A4;A5
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/123. Parang Barong_1.JPG;The image depicts a piece of batik cloth with a geometric pattern featuring abstract shapes and lines in various colors.;The motif includes shapes such as circles, ovals, squares, and rectangles arranged in a repetitive pattern.;The colors used in the image include brown, white, black, and red.;The motif on the image is a stylized, abstract geometric design with a strong emphasis on circular and rectangular shapes.;"""Create a piece of batik cloth with a bold, geometric pattern featuring alternating brown, white, black, and red shapes, arranged in a repetitive manner."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/123. Parang Barong_2.JPG;The image shows a piece of batik cloth with a complex geometric pattern. The design features interlocking shapes, including circles, squares, and rectangles, arranged in a repetitive manner.;The shapes in the motif include circles, squares, and rectangles.;The colors used in the image are brown, white, and black.;The motif on the image is a detailed, intricate batik pattern with interlocking geometric shapes.;"""Create a batik cloth design featuring interlocking circles, squares, and rectangles in shades of brown, white, and black."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/124. Parang Brong Isen Parang klitik_1.JPG;The image shows a piece of batik cloth with intricate patterns. The design features geometric shapes such as circles, squares, and lines, arranged in a symmetrical pattern.;The shapes in the motif include circles, squares, and various geometric patterns.;The colors used in the image are brown, white, black, and blue.;The motif on the image is a complex geometric pattern with circular and square shapes, set against a dark background.;"""Create a detailed batik fabric with a rich brown and white geometric pattern featuring interlocking circles and squares, set against a deep blue background."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/124. Parang Brong Isen Parang klitik_2.JPG;The image shows a piece of batik cloth with intricate geometric patterns. The design features repeated shapes such as circles, squares, and triangles, arranged in a symmetrical pattern.;The shapes in the motif include circles, squares, and triangles.;The colors used in the image are brown, white, and black.;The motif on the image is a complex geometric pattern with repeating shapes in brown, white, and black.;"""Create a detailed batik cloth design featuring repeating circles, squares, and triangles in shades of brown, white, and black."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/126. Parang Tuding_1.JPG;The image shows a piece of batik cloth with intricate geometric patterns. The design features symmetrical shapes and lines, with a combination of brown and white colors.;The motif consists of interlocking zigzag lines and geometric shapes, including squares and rectangles.;Brown, white;A detailed batik cloth with a complex geometric pattern featuring brown and white colors.;"""Create a piece of batik cloth with intricate geometric patterns, using brown and white colors, featuring interlocking zigzag lines and geometric shapes."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/126. Parang Tuding_2.JPG;The image shows a piece of batik cloth with intricate geometric patterns. The design features a combination of straight lines, curves, and zigzag patterns in shades of brown and black against a light background.;The shapes in the motif include straight lines, curved lines, zigzag patterns, and geometric shapes within the zigzag patterns.;Brown, black, white;A detailed batik cloth with complex geometric patterns in brown and black on a light background.;"""Create a piece of batik cloth featuring intricate geometric patterns with alternating straight and curved lines, zigzag designs, and geometric shapes, using brown and black colors on a light background."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/127. Lereng Kerton Gendreh Curiga_1.JPG;The image depicts a piece of batik cloth with intricate patterns. The design features abstract shapes and figures, including human silhouettes and geometric forms, rendered in black, brown, and beige colors.;The motif includes human silhouettes, geometric shapes, and abstract forms. The human figures are depicted in black, while the geometric shapes and patterns are in brown and beige.;Black, Brown, Beige;A detailed batik cloth featuring abstract human figures and geometric shapes in black, brown, and beige.;Create a digital artwork of a batik cloth with intricate patterns, including human silhouettes and geometric shapes, using a combination of black, brown, and beige colors. Ensure the design is detailed and visually striking.
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/127. Lereng Kerton Gendreh Curiga_2.JPG;The image depicts a piece of batik cloth with intricate patterns. The design features various shapes and objects, including abstract forms, circles, lines, and geometric patterns.;The shapes and objects in the motif include abstract forms, circles, lines, and geometric patterns.;The colors used in the image are black, white, brown, and orange.;The motif on the image is an intricate batik pattern with abstract shapes and geometric designs.;"""Create a detailed batik cloth with black, white, brown, and orange abstract shapes and geometric patterns."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/128. Parang Klitik Kesit Seling Parang Kembang_1.JPG;The image shows a piece of batik cloth with intricate patterns. The design features various shapes and objects, including elongated shapes resembling leaves or petals, small square patterns, and some abstract forms.;The shapes and objects in the motif include elongated leaf-like shapes, small square patterns, and abstract forms.;The colors used in the image are brown, white, black, and beige.;The motif on the image is an intricate batik pattern featuring elongated leaf-like shapes and small square patterns.;"""Create a detailed batik cloth design with elongated leaf-like shapes, small square patterns, and abstract forms in shades of brown, white, black, and beige."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/128. Parang Klitik Kesit Seling Parang Kembang_2.JPG;The image depicts a piece of batik cloth with intricate patterns. The design features abstract shapes and motifs, including lines, dots, and geometric forms, rendered in a combination of brown and white colors.;"The shape and objects in the motif include: Abstract lines and curves, Small square patterns, Geometric shapes, Dots and dots within dots";"The colors used in the image are: Brown and white";The motif on the image is an abstract, geometric pattern with a mix of brown and white colors.;"""Create an image of a batik cloth featuring an intricate, abstract geometric pattern with a combination of brown and white colors."""
